MonthStart,Disease,PatientCount,ClaimAmount
1982-07-01,Anemia (disorder),3,1500
1982-11-01,Anemia (disorder),1,500
1983-01-01,Anemia (disorder),1,500
1983-02-01,Anemia (disorder),1,500
1983-09-01,Anemia (disorder),2,1000
1983-10-01,Anemia (disorder),1,500
1983-12-01,Anemia (disorder),1,500
1984-03-01,Anemia (disorder),2,1000
1984-07-01,Anemia (disorder),1,500
1984-09-01,Anemia (disorder),2,1000
1984-12-01,Anemia (disorder),2,1000
1985-01-01,Anemia (disorder),1,500
1985-03-01,Anemia (disorder),2,1000
1985-08-01,Anemia (disorder),2,1000
1985-11-01,Anemia (disorder),1,500
1985-12-01,Anemia (disorder),1,500
1986-02-01,Anemia (disorder),1,500
1986-06-01,Anemia (disorder),1,500
1986-09-01,Anemia (disorder),1,500
1986-10-01,Anemia (disorder),1,500
1986-12-01,Anemia (disorder),2,1000
1987-01-01,Anemia (disorder),1,500
1987-02-01,Anemia (disorder),2,1000
1987-03-01,Anemia (disorder),1,500
1987-04-01,Anemia (disorder),2,1000
1987-05-01,Anemia (disorder),2,1000
1987-07-01,Anemia (disorder),1,500
1987-08-01,Anemia (disorder),2,1000
1987-09-01,Anemia (disorder),1,500
1987-10-01,Anemia (disorder),1,500
1988-01-01,Anemia (disorder),1,500
1988-02-01,Anemia (disorder),3,1500
1988-05-01,Anemia (disorder),1,500
1988-06-01,Anemia (disorder),1,500
1988-08-01,Anemia (disorder),1,500
1988-10-01,Anemia (disorder),1,500
1989-03-01,Anemia (disorder),1,500
1989-04-01,Anemia (disorder),1,500
1989-09-01,Anemia (disorder),1,500
1989-10-01,Anemia (disorder),1,500
1989-11-01,Anemia (disorder),2,1000
1990-01-01,Anemia (disorder),2,1000
1990-03-01,Anemia (disorder),1,500
1990-07-01,Anemia (disorder),3,1500
1990-10-01,Anemia (disorder),1,500
1990-11-01,Anemia (disorder),1,500
1991-01-01,Anemia (disorder),2,1000
1991-03-01,Anemia (disorder),1,500
1991-05-01,Anemia (disorder),2,1000
1991-06-01,Anemia (disorder),2,1000
1991-11-01,Anemia (disorder),1,500
1991-12-01,Anemia (disorder),2,1000
1992-01-01,Anemia (disorder),1,500
1992-06-01,Anemia (disorder),1,500
1992-08-01,Anemia (disorder),1,500
1992-09-01,Anemia (disorder),1,500
1993-01-01,Anemia (disorder),3,1500
1993-02-01,Anemia (disorder),2,1000
1993-03-01,Anemia (disorder),1,500
1993-06-01,Anemia (disorder),1,500
1993-07-01,Anemia (disorder),1,500
1993-08-01,Anemia (disorder),1,500
1993-09-01,Anemia (disorder),2,1000
1993-10-01,Anemia (disorder),1,500
1993-11-01,Anemia (disorder),1,500
1993-12-01,Anemia (disorder),2,1000
1994-01-01,Anemia (disorder),2,1000
1994-05-01,Anemia (disorder),1,500
1994-06-01,Anemia (disorder),1,500
1994-08-01,Anemia (disorder),1,500
1994-10-01,Anemia (disorder),2,1000
1994-11-01,Anemia (disorder),2,1000
1994-12-01,Anemia (disorder),1,500
1995-01-01,Anemia (disorder),2,1000
1995-03-01,Anemia (disorder),3,1500
1995-04-01,Anemia (disorder),1,500
1995-05-01,Anemia (disorder),1,500
1995-06-01,Anemia (disorder),1,500
1995-08-01,Anemia (disorder),3,1500
1995-09-01,Anemia (disorder),2,1000
1995-11-01,Anemia (disorder),3,1500
1996-03-01,Anemia (disorder),1,500
1996-04-01,Anemia (disorder),1,500
1996-05-01,Anemia (disorder),1,500
1996-06-01,Anemia (disorder),1,500
1996-07-01,Anemia (disorder),1,500
1996-08-01,Anemia (disorder),2,1000
1996-09-01,Anemia (disorder),1,500
1996-11-01,Anemia (disorder),3,1500
1997-01-01,Anemia (disorder),1,500
1997-02-01,Anemia (disorder),3,1500
1997-03-01,Anemia (disorder),1,500
1997-05-01,Anemia (disorder),2,1000
1997-06-01,Anemia (disorder),2,1000
1997-07-01,Anemia (disorder),1,500
1997-08-01,Anemia (disorder),2,1000
1997-10-01,Anemia (disorder),1,500
1998-01-01,Anemia (disorder),3,1500
1998-02-01,Anemia (disorder),3,1500
1998-03-01,Anemia (disorder),1,500
1998-08-01,Anemia (disorder),4,2000
1998-09-01,Anemia (disorder),1,500
1998-11-01,Anemia (disorder),1,500
1999-01-01,Anemia (disorder),2,1000
1999-02-01,Anemia (disorder),1,500
1999-03-01,Anemia (disorder),3,1500
1999-06-01,Anemia (disorder),1,500
1999-07-01,Anemia (disorder),1,500
1999-09-01,Anemia (disorder),1,500
1999-10-01,Anemia (disorder),1,500
1999-11-01,Anemia (disorder),1,500
1999-12-01,Anemia (disorder),2,1000
2000-02-01,Anemia (disorder),1,500
2000-03-01,Anemia (disorder),2,1000
2000-04-01,Anemia (disorder),1,500
2000-05-01,Anemia (disorder),1,500
2000-06-01,Anemia (disorder),2,1000
2000-07-01,Anemia (disorder),2,1000
2001-02-01,Anemia (disorder),1,500
2001-03-01,Anemia (disorder),1,500
2001-04-01,Anemia (disorder),2,1000
2001-06-01,Anemia (disorder),1,500
2001-07-01,Anemia (disorder),2,1000
2001-08-01,Anemia (disorder),1,500
2001-09-01,Anemia (disorder),1,500
2001-10-01,Anemia (disorder),2,1000
2001-11-01,Anemia (disorder),1,500
2001-12-01,Anemia (disorder),1,500
2002-01-01,Anemia (disorder),2,1000
2002-02-01,Anemia (disorder),2,1000
2002-04-01,Anemia (disorder),1,500
2002-05-01,Anemia (disorder),1,500
2002-06-01,Anemia (disorder),1,500
2002-07-01,Anemia (disorder),1,500
2002-08-01,Anemia (disorder),2,1000
2002-09-01,Anemia (disorder),1,500
2002-10-01,Anemia (disorder),4,2000
2002-11-01,Anemia (disorder),3,1500
2002-12-01,Anemia (disorder),1,500
2003-01-01,Anemia (disorder),2,1000
2003-02-01,Anemia (disorder),1,500
2003-03-01,Anemia (disorder),1,500
2003-04-01,Anemia (disorder),1,500
2003-08-01,Anemia (disorder),1,500
2003-09-01,Anemia (disorder),5,2500
2003-10-01,Anemia (disorder),3,1500
2003-11-01,Anemia (disorder),1,500
2003-12-01,Anemia (disorder),2,1000
2004-01-01,Anemia (disorder),2,1000
2004-04-01,Anemia (disorder),1,500
2004-05-01,Anemia (disorder),2,1000
2004-07-01,Anemia (disorder),3,1500
2004-08-01,Anemia (disorder),1,500
2004-09-01,Anemia (disorder),1,500
2004-12-01,Anemia (disorder),1,500
2005-01-01,Anemia (disorder),1,500
2005-02-01,Anemia (disorder),1,500
2005-04-01,Anemia (disorder),2,1000
2005-05-01,Anemia (disorder),1,500
2005-06-01,Anemia (disorder),1,500
2005-07-01,Anemia (disorder),3,1500
2005-08-01,Anemia (disorder),1,500
2005-09-01,Anemia (disorder),2,1000
2005-10-01,Anemia (disorder),1,500
2005-12-01,Anemia (disorder),3,1500
2006-01-01,Anemia (disorder),1,500
2006-02-01,Anemia (disorder),1,500
2006-04-01,Anemia (disorder),3,1500
2006-05-01,Anemia (disorder),1,500
2006-06-01,Anemia (disorder),1,500
2006-07-01,Anemia (disorder),3,1500
2006-12-01,Anemia (disorder),3,1500
2007-02-01,Anemia (disorder),1,500
2007-03-01,Anemia (disorder),1,500
2007-05-01,Anemia (disorder),3,1500
2007-06-01,Anemia (disorder),3,1500
2007-10-01,Anemia (disorder),4,2000
2007-11-01,Anemia (disorder),1,500
2007-12-01,Anemia (disorder),1,500
2008-01-01,Anemia (disorder),1,500
2008-03-01,Anemia (disorder),1,500
2008-06-01,Anemia (disorder),1,500
2008-07-01,Anemia (disorder),3,1500
2008-08-01,Anemia (disorder),1,500
2008-09-01,Anemia (disorder),1,500
2008-10-01,Anemia (disorder),1,500
2008-11-01,Anemia (disorder),1,500
2008-12-01,Anemia (disorder),5,2500
2009-01-01,Anemia (disorder),1,500
2009-02-01,Anemia (disorder),3,1500
2009-05-01,Anemia (disorder),2,1000
2009-06-01,Anemia (disorder),5,2500
2009-07-01,Anemia (disorder),1,500
2009-10-01,Anemia (disorder),2,1000
2009-12-01,Anemia (disorder),1,500
2010-01-01,Anemia (disorder),1,500
2010-02-01,Anemia (disorder),2,1000
2010-06-01,Anemia (disorder),1,500
2010-08-01,Anemia (disorder),1,500
2010-10-01,Anemia (disorder),1,500
2010-12-01,Anemia (disorder),2,1000
2011-01-01,Anemia (disorder),2,1000
2011-03-01,Anemia (disorder),1,500
2011-04-01,Anemia (disorder),1,500
2011-05-01,Anemia (disorder),2,1000
2011-07-01,Anemia (disorder),2,1000
2011-08-01,Anemia (disorder),2,1000
2011-09-01,Anemia (disorder),1,500
2011-10-01,Anemia (disorder),2,1000
2011-12-01,Anemia (disorder),1,500
2012-01-01,Anemia (disorder),1,500
2012-03-01,Anemia (disorder),1,500
2012-05-01,Anemia (disorder),3,1500
2012-06-01,Anemia (disorder),2,1000
2012-07-01,Anemia (disorder),1,500
2012-08-01,Anemia (disorder),3,1500
2012-09-01,Anemia (disorder),1,500
2012-11-01,Anemia (disorder),2,1000
2012-12-01,Anemia (disorder),1,500
2013-01-01,Anemia (disorder),2,1000
2013-02-01,Anemia (disorder),1,500
2013-03-01,Anemia (disorder),1,500
2013-06-01,Anemia (disorder),1,500
2013-07-01,Anemia (disorder),1,500
2013-08-01,Anemia (disorder),3,1500
2013-09-01,Anemia (disorder),1,500
2013-10-01,Anemia (disorder),2,1000
2013-11-01,Anemia (disorder),1,500
2014-02-01,Anemia (disorder),6,3000
2014-06-01,Anemia (disorder),1,500
2014-07-01,Anemia (disorder),1,500
2014-08-01,Anemia (disorder),2,1000
2014-09-01,Anemia (disorder),2,1000
2014-12-01,Anemia (disorder),1,500
2015-02-01,Anemia (disorder),5,2500
2015-04-01,Anemia (disorder),1,500
2015-05-01,Anemia (disorder),2,1000
2015-06-01,Anemia (disorder),2,1000
2015-07-01,Anemia (disorder),2,1000
2015-08-01,Anemia (disorder),1,500
2015-09-01,Anemia (disorder),1,500
2015-11-01,Anemia (disorder),1,500
2015-12-01,Anemia (disorder),2,1000
2016-02-01,Anemia (disorder),1,500
2016-03-01,Anemia (disorder),4,2000
2016-04-01,Anemia (disorder),2,1000
2016-05-01,Anemia (disorder),6,3000
2016-06-01,Anemia (disorder),1,500
2016-07-01,Anemia (disorder),4,2000
2016-08-01,Anemia (disorder),1,500
2016-09-01,Anemia (disorder),2,1000
2016-10-01,Anemia (disorder),1,500
2016-11-01,Anemia (disorder),2,1000
2017-03-01,Anemia (disorder),3,1500
2017-05-01,Anemia (disorder),1,500
2017-06-01,Anemia (disorder),3,1500
2017-07-01,Anemia (disorder),5,2500
2017-08-01,Anemia (disorder),1,500
2017-09-01,Anemia (disorder),1,500
2017-10-01,Anemia (disorder),1,500
2017-11-01,Anemia (disorder),3,1500
2017-12-01,Anemia (disorder),1,500
2018-01-01,Anemia (disorder),1,500
2018-02-01,Anemia (disorder),3,1500
2018-03-01,Anemia (disorder),4,2000
2018-04-01,Anemia (disorder),1,500
2018-05-01,Anemia (disorder),2,1000
2018-06-01,Anemia (disorder),4,2000
2018-07-01,Anemia (disorder),1,500
2018-08-01,Anemia (disorder),1,500
2018-09-01,Anemia (disorder),2,1000
2018-10-01,Anemia (disorder),3,1500
2018-11-01,Anemia (disorder),2,1000
2018-12-01,Anemia (disorder),1,500
2019-01-01,Anemia (disorder),1,500
2019-02-01,Anemia (disorder),1,500
2019-03-01,Anemia (disorder),2,1000
2019-04-01,Anemia (disorder),1,500
2019-08-01,Anemia (disorder),6,3000
2019-09-01,Anemia (disorder),1,500
2019-10-01,Anemia (disorder),2,1000
2019-11-01,Anemia (disorder),1,500
2020-01-01,Anemia (disorder),1,500
2020-02-01,Anemia (disorder),1,500
2020-03-01,Anemia (disorder),2,1000
2020-04-01,Anemia (disorder),3,1500
2020-05-01,Anemia (disorder),2,1000
2020-07-01,Anemia (disorder),4,2000
2020-08-01,Anemia (disorder),2,1000
2020-09-01,Anemia (disorder),1,500
2020-10-01,Anemia (disorder),2,1000
2020-11-01,Anemia (disorder),2,1000
2020-12-01,Anemia (disorder),3,1500
2021-01-01,Anemia (disorder),1,500
2021-02-01,Anemia (disorder),2,1000
2021-03-01,Anemia (disorder),5,2500
2021-04-01,Anemia (disorder),2,1000
2021-05-01,Anemia (disorder),1,500
2021-06-01,Anemia (disorder),1,500
2021-07-01,Anemia (disorder),2,1000
2021-09-01,Anemia (disorder),2,1000
2021-10-01,Anemia (disorder),3,1500
2021-11-01,Anemia (disorder),3,1500
2021-12-01,Anemia (disorder),3,1500
2022-01-01,Anemia (disorder),1,500
2022-02-01,Anemia (disorder),1,500
2022-04-01,Anemia (disorder),1,500
2022-05-01,Anemia (disorder),5,2500
2022-07-01,Anemia (disorder),3,1500
2022-08-01,Anemia (disorder),1,500
2022-10-01,Anemia (disorder),2,1000
2022-11-01,Anemia (disorder),1,500
2022-12-01,Anemia (disorder),4,2000
2023-01-01,Anemia (disorder),3,1500
2023-02-01,Anemia (disorder),4,2000
2023-03-01,Anemia (disorder),3,1500
2023-04-01,Anemia (disorder),2,1000
2023-05-01,Anemia (disorder),1,500
2023-07-01,Anemia (disorder),5,2500
2023-08-01,Anemia (disorder),2,1000
2023-09-01,Anemia (disorder),4,2000
2023-11-01,Anemia (disorder),2,1000
2023-12-01,Anemia (disorder),2,1000
2024-01-01,Anemia (disorder),2,1000
2024-02-01,Anemia (disorder),3,1500
2024-03-01,Anemia (disorder),1,500
2024-04-01,Anemia (disorder),5,2500
2024-05-01,Anemia (disorder),2,1000
2024-06-01,Anemia (disorder),3,1500
2024-07-01,Anemia (disorder),2,1000
2024-08-01,Anemia (disorder),2,1000
2024-11-01,Anemia (disorder),2,1000
2024-12-01,Anemia (disorder),2,1000
2025-01-01,Anemia (disorder),2,1000
2025-02-01,Anemia (disorder),3,1500
2025-03-01,Anemia (disorder),1,500
2025-04-01,Anemia (disorder),1,500
2025-05-01,Anemia (disorder),3,1500
2025-06-01,Anemia (disorder),2,1000
2025-07-01,Anemia (disorder),3,1500
2025-09-01,Anemia (disorder),2,1000
2025-10-01,Anemia (disorder),2,1000
2025-11-01,Anemia (disorder),2,1000
2025-12-01,Anemia (disorder),2,1000
2026-01-01,Anemia (disorder),1,500
1940-11-01,Body mass index 30+ - obesity (finding),1,500
1941-11-01,Body mass index 30+ - obesity (finding),1,500
1943-02-01,Body mass index 30+ - obesity (finding),1,500
1943-06-01,Body mass index 30+ - obesity (finding),1,500
1944-10-01,Body mass index 30+ - obesity (finding),1,500
1944-12-01,Body mass index 30+ - obesity (finding),2,1000
1946-02-01,Body mass index 30+ - obesity (finding),2,1000
1946-06-01,Body mass index 30+ - obesity (finding),1,500
1947-12-01,Body mass index 30+ - obesity (finding),2,1000
1948-02-01,Body mass index 30+ - obesity (finding),1,500
1948-06-01,Body mass index 30+ - obesity (finding),1,500
1949-02-01,Body mass index 30+ - obesity (finding),1,500
1949-07-01,Body mass index 30+ - obesity (finding),2,1000
1950-07-01,Body mass index 30+ - obesity (finding),1,500
1950-12-01,Body mass index 30+ - obesity (finding),2,1000
1951-02-01,Body mass index 30+ - obesity (finding),1,500
1952-02-01,Body mass index 30+ - obesity (finding),1,500
1952-07-01,Body mass index 30+ - obesity (finding),2,1000
1952-09-01,Body mass index 30+ - obesity (finding),2,1000
1953-02-01,Body mass index 30+ - obesity (finding),1,500
1953-08-01,Body mass index 30+ - obesity (finding),1,500
1954-10-01,Body mass index 30+ - obesity (finding),1,500
1954-12-01,Body mass index 30+ - obesity (finding),1,500
1955-01-01,Body mass index 30+ - obesity (finding),1,500
1955-02-01,Body mass index 30+ - obesity (finding),1,500
1955-07-01,Body mass index 30+ - obesity (finding),1,500
1955-08-01,Body mass index 30+ - obesity (finding),2,1000
1956-08-01,Body mass index 30+ - obesity (finding),1,500
1957-01-01,Body mass index 30+ - obesity (finding),1,500
1957-03-01,Body mass index 30+ - obesity (finding),1,500
1957-09-01,Body mass index 30+ - obesity (finding),2,1000
1957-10-01,Body mass index 30+ - obesity (finding),1,500
1958-02-01,Body mass index 30+ - obesity (finding),2,1000
1958-05-01,Body mass index 30+ - obesity (finding),1,500
1958-09-01,Body mass index 30+ - obesity (finding),1,500
1958-10-01,Body mass index 30+ - obesity (finding),2,1000
1959-06-01,Body mass index 30+ - obesity (finding),1,500
1959-07-01,Body mass index 30+ - obesity (finding),3,1500
1959-09-01,Body mass index 30+ - obesity (finding),1,500
1959-12-01,Body mass index 30+ - obesity (finding),1,500
1960-05-01,Body mass index 30+ - obesity (finding),1,500
1960-06-01,Body mass index 30+ - obesity (finding),2,1000
1960-10-01,Body mass index 30+ - obesity (finding),1,500
1960-12-01,Body mass index 30+ - obesity (finding),1,500
1961-04-01,Body mass index 30+ - obesity (finding),1,500
1961-05-01,Body mass index 30+ - obesity (finding),1,500
1961-09-01,Body mass index 30+ - obesity (finding),1,500
1961-11-01,Body mass index 30+ - obesity (finding),1,500
1962-07-01,Body mass index 30+ - obesity (finding),1,500
1963-04-01,Body mass index 30+ - obesity (finding),1,500
1963-06-01,Body mass index 30+ - obesity (finding),1,500
1963-10-01,Body mass index 30+ - obesity (finding),1,500
1965-02-01,Body mass index 30+ - obesity (finding),1,500
1965-05-01,Body mass index 30+ - obesity (finding),3,1500
1965-07-01,Body mass index 30+ - obesity (finding),1,500
1966-06-01,Body mass index 30+ - obesity (finding),1,500
1966-08-01,Body mass index 30+ - obesity (finding),1,500
1966-10-01,Body mass index 30+ - obesity (finding),1,500
1967-01-01,Body mass index 30+ - obesity (finding),1,500
1967-03-01,Body mass index 30+ - obesity (finding),3,1500
1967-05-01,Body mass index 30+ - obesity (finding),1,500
1967-07-01,Body mass index 30+ - obesity (finding),1,500
1967-10-01,Body mass index 30+ - obesity (finding),1,500
1968-01-01,Body mass index 30+ - obesity (finding),1,500
1968-06-01,Body mass index 30+ - obesity (finding),1,500
1968-12-01,Body mass index 30+ - obesity (finding),1,500
1969-01-01,Body mass index 30+ - obesity (finding),1,500
1969-04-01,Body mass index 30+ - obesity (finding),1,500
1969-05-01,Body mass index 30+ - obesity (finding),1,500
1969-07-01,Body mass index 30+ - obesity (finding),1,500
1969-10-01,Body mass index 30+ - obesity (finding),2,1000
1970-01-01,Body mass index 30+ - obesity (finding),2,1000
1970-02-01,Body mass index 30+ - obesity (finding),1,500
1970-03-01,Body mass index 30+ - obesity (finding),1,500
1970-12-01,Body mass index 30+ - obesity (finding),1,500
1971-01-01,Body mass index 30+ - obesity (finding),1,500
1971-04-01,Body mass index 30+ - obesity (finding),2,1000
1971-06-01,Body mass index 30+ - obesity (finding),1,500
1971-12-01,Body mass index 30+ - obesity (finding),1,500
1972-03-01,Body mass index 30+ - obesity (finding),3,1500
1972-11-01,Body mass index 30+ - obesity (finding),1,500
1972-12-01,Body mass index 30+ - obesity (finding),1,500
1973-08-01,Body mass index 30+ - obesity (finding),1,500
1973-09-01,Body mass index 30+ - obesity (finding),1,500
1974-02-01,Body mass index 30+ - obesity (finding),1,500
1974-03-01,Body mass index 30+ - obesity (finding),2,1000
1974-10-01,Body mass index 30+ - obesity (finding),3,1500
1974-12-01,Body mass index 30+ - obesity (finding),1,500
1975-01-01,Body mass index 30+ - obesity (finding),1,500
1975-03-01,Body mass index 30+ - obesity (finding),1,500
1975-05-01,Body mass index 30+ - obesity (finding),3,1500
1975-06-01,Body mass index 30+ - obesity (finding),1,500
1975-10-01,Body mass index 30+ - obesity (finding),1,500
1975-12-01,Body mass index 30+ - obesity (finding),1,500
1976-01-01,Body mass index 30+ - obesity (finding),2,1000
1976-02-01,Body mass index 30+ - obesity (finding),1,500
1976-03-01,Body mass index 30+ - obesity (finding),1,500
1976-09-01,Body mass index 30+ - obesity (finding),1,500
1976-10-01,Body mass index 30+ - obesity (finding),1,500
1976-12-01,Body mass index 30+ - obesity (finding),1,500
1977-01-01,Body mass index 30+ - obesity (finding),2,1000
1977-02-01,Body mass index 30+ - obesity (finding),2,1000
1977-03-01,Body mass index 30+ - obesity (finding),1,500
1977-08-01,Body mass index 30+ - obesity (finding),1,500
1977-12-01,Body mass index 30+ - obesity (finding),1,500
1978-02-01,Body mass index 30+ - obesity (finding),1,500
1978-04-01,Body mass index 30+ - obesity (finding),1,500
1978-05-01,Body mass index 30+ - obesity (finding),3,1500
1978-06-01,Body mass index 30+ - obesity (finding),1,500
1978-11-01,Body mass index 30+ - obesity (finding),2,1000
1978-12-01,Body mass index 30+ - obesity (finding),1,500
1979-03-01,Body mass index 30+ - obesity (finding),1,500
1979-04-01,Body mass index 30+ - obesity (finding),1,500
1979-06-01,Body mass index 30+ - obesity (finding),1,500
1979-10-01,Body mass index 30+ - obesity (finding),1,500
1979-11-01,Body mass index 30+ - obesity (finding),2,1000
1980-03-01,Body mass index 30+ - obesity (finding),1,500
